Changes detected in row 630. Values changed- Billet Diameter: 3=>3, Alloy: 718=>718, Weight: 8.4=>8.4, Weight Type: Yielded=>Yielded, Spec: AMS 5663=>AMS 5663, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: Genx=>Genx
Changes detected in row 631. Values changed- Billet Diameter: 8=>8, Alloy: 718R=>718R, Weight: 266.0=>266.0, Weight Type: 0=>0, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: Ni=>Ni, Engine Program: CFM56=>CFM56
Changes detected in row 632. Values changed- Billet Diameter: 8=>8, Alloy: 718R=>718R, Weight: 266.0=>266.0, Weight Type: 0=>0, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: Ni=>Ni, Engine Program: CFM56=>CFM56
Changes detected in row 633. Values changed- Billet Diameter: 0=>0, Alloy: I-718=>I-718, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF15 CL-E=>B50TF15 CL-E, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: I718=>I718, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 634. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: "AMS 5940"=>"AMS 5940", Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: "I783"=>"I783", Engine Program: Leap-1B=>Leap-1B
Changes detected in row 635. Values changed- Billet Diameter: 12=>12, Alloy: M152=>M152, Weight: 251.0=>251.0, Weight Type: Yielded=>Yielded, Spec: C50TF68B=>C50TF68B, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: CT7=>CT7
Changes detected in row 636. Values changed- Billet Diameter: 4=>4, Alloy: Ti 6-4=>Ti 6-4, Weight: 4.6=>4.6, Weight Type: Yielded=>Yielded, Spec: AMS 4928=>AMS 4928, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: CFM56-5/-7=>CFM56-5/-7
Changes detected in row 637. Values changed- Billet Diameter: 8=>8, Alloy: 718R=>718R, Weight: 266.0=>266.0, Weight Type: 0=>0, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: Ni=>Ni, Engine Program: CFM56=>CFM56
Changes detected in row 638. Values changed- Billet Diameter: 3=>3, Alloy: 718=>718, Weight: 7.7=>7.7, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: LM2500=>LM2500
Changes detected in row 640. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 128.3=>128.3, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: LM6000=>LM6000
Changes detected in row 641. Values changed- Billet Diameter: 7=>7, Alloy: 6061=>6061, Weight: 18.8=>18.8, Weight Type: Yielded=>Yielded, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Al=>Al, Engine Program: LM2500=>LM2500
Changes detected in row 642. Values changed- Billet Diameter: 8=>8, Alloy: 909=>909, Weight: 241.0=>241.0, Weight Type: Yielded=>Yielded, Spec: C50TF95=>C50TF95, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CFM56-5/-7=>CFM56-5/-7
Changes detected in row 643. Values changed- Billet Diameter: 8=>8, Alloy: 718R=>718R, Weight: 266.0=>266.0, Weight Type: Yielded=>Yielded, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: Ni=>Ni, Engine Program: CFM56=>CFM56
Changes detected in row 644. Values changed- Billet Diameter: 8=>8, Alloy: 718R=>718R, Weight: 266.0=>266.0, Weight Type: 0=>0, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: Ni=>Ni, Engine Program: CFM56=>CFM56
Changes detected in row 645. Values changed- Billet Diameter: 19.5=>19.5, Alloy: 6061=>6061, Weight: "1,372.0"=>"1,372.0", Weight Type: Yielded=>Yielded, Spec: AMS 4312=>AMS 4312, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Al=>Al, Engine Program: LM6000=>LM6000
Changes detected in row 646. Values changed- Billet Diameter: 12=>12, Alloy: 321=>321, Weight: 290.3=>290.3, Weight Type: Yielded=>Yielded, Spec: AMS 5645=>AMS 5645, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: LM6000=>LM6000
Changes detected in row 648. Values changed- Billet Diameter: 14.5=>14.5, Alloy: 6061=>6061, Weight: 76.5=>76.5, Weight Type: 0=>0, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Al=>Al, Engine Program: CF34=>CF34
Changes detected in row 649. Values changed- Billet Diameter: 12.5=>12.5, Alloy: 6061=>6061, Weight: 56.5=>56.5, Weight Type: 0=>0, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Al=>Al, Engine Program: CF34=>CF34
Changes detected in row 651. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 46.0=>46.0, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=3=>1=3, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CF34-3=>CF34-3
Changes detected in row 652. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=3=>1=3, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CF34-3=>CF34-3
Changes detected in row 653. Values changed- Billet Diameter: 8=>8, Alloy: 909=>909, Weight: 32.0=>32.0, Weight Type: Yielded=>Yielded, Spec: C50TF95=>C50TF95, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 654. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 83.27=>83.27, Weight Type: 0=>0, Spec: B50TF15 CL-D=>B50TF15 CL-D, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CFM56-5/-7=>CFM56-5/-7
Changes detected in row 655. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 83.27=>83.27, Weight Type: 0=>0, Spec: B50TF15 CL-D=>B50TF15 CL-D, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: LM2500=>LM2500
Changes detected in row 656. Values changed- Billet Diameter: 8=>8, Alloy: 909=>909, Weight: 32.0=>32.0, Weight Type: Yielded=>Yielded, Spec: C50TF95=>C50TF95, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 658. Values changed- Billet Diameter: 8=>8, Alloy: Ti 6-4=>Ti 6-4, Weight: 101.0=>101.0, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=16=>1=16, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: Genx=>Genx
Changes detected in row 659. Values changed- Billet Diameter: 10=>10, Alloy: Ti 6-4=>Ti 6-4, Weight: 100.0=>100.0, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=16=>1=16, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: Genx=>Genx
Changes detected in row 660. Values changed- Billet Diameter: 8=>8, Alloy: Ti 6-4=>Ti 6-4, Weight: 113.0=>113.0, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=16=>1=16, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: Genx=>Genx
Changes detected in row 661. Values changed- Billet Diameter: 8=>8, Alloy: Ti 6-4=>Ti 6-4, Weight: 114.0=>114.0, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=16=>1=16, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: Genx=>Genx
Changes detected in row 662. Values changed- Billet Diameter: 8=>8, Alloy: Ti 6-4=>Ti 6-4, Weight: 130.0=>130.0, Weight Type: Yielded=>Yielded, Spec: AMS 4928=>AMS 4928, Yield: 1=10=>1=10, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: Genx=>Genx
Changes detected in row 663. Values changed- Billet Diameter: 8=>8, Alloy: Ti 6-4=>Ti 6-4, Weight: 101.0=>101.0, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=16=>1=16, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: Genx=>Genx
Changes detected in row 664. Values changed- Billet Diameter: 8=>8, Alloy: Ti 6-4=>Ti 6-4, Weight: 114.0=>114.0, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=16=>1=16, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: Genx=>Genx
Changes detected in row 669. Values changed- Billet Diameter: 12=>12, Alloy: Ti 6-4=>Ti 6-4, Weight: 125.7=>125.7, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: GEnx=>GEnx
Changes detected in row 671. Values changed- Billet Diameter:  6.00 => 6.00 , Alloy: 718=>718, Weight: 41.3=>41.3, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CF34-10=>CF34-10
Changes detected in row 673. Values changed- Billet Diameter: 0=>0, Alloy: A286=>A286, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5734=>AMS 5734, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: A286=>A286, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 674. Values changed- Billet Diameter: 0=>0, Alloy: GTD222=>GTD222, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF279 CL-C=>B50TF279 CL-C, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: GTD222=>GTD222, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 675. Values changed- Billet Diameter: 0=>0, Alloy: GTD222=>GTD222, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF279 CL-C=>B50TF279 CL-C, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: GTD222=>GTD222, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 676. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: "CF6-80C/-80E, LM6000"=>"CF6-80C/-80E, LM6000"
Changes detected in row 677. Values changed- Billet Diameter:  4.00 => 4.00 , Alloy: 909=>909, Weight: 20.0=>20.0, Weight Type: 0=>0, Spec: C50TF95=>C50TF95, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CT7/T700=>CT7/T700
Changes detected in row 687. Values changed- Billet Diameter: 8=>8, Alloy: 718=>718, Weight: 123.0=>123.0, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: LM2500=>LM2500
Changes detected in row 691. Values changed- Billet Diameter: 10=>10, Alloy: Ti 6-4=>Ti 6-4, Weight: 145.0=>145.0, Weight Type: Yielded=>Yielded, Spec: AMS 4928=>AMS 4928, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: Ti=>Ti, Engine Program: GenX=>GenX
Changes detected in row 699. Values changed- Billet Diameter:  6.00 => 6.00 , Alloy: 17-4=>17-4, Weight: 81.4=>81.4, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CF34-3=>CF34-3
Changes detected in row 700. Values changed- Billet Diameter:  6.00 => 6.00 , Alloy: 17-4=>17-4, Weight: 81.4=>81.4, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CF34-3=>CF34-3
Changes detected in row 703. Values changed- Billet Diameter:  4.00 => 4.00 , Alloy: 718=>718, Weight: 33.4=>33.4, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield:  1 = 1 (2)=> 1 = 1 (2), QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 704. Values changed- Billet Diameter:  4.00 => 4.00 , Alloy: 718=>718, Weight: 29.2=>29.2, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield:  1 = 1 (2)=> 1 = 1 (2), QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 705. Values changed- Billet Diameter:  4.00 => 4.00 , Alloy: 718=>718, Weight: 33.4=>33.4, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield:  1 = 1 (2)=> 1 = 1 (2), QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CF34=>CF34
Changes detected in row 706. Values changed- Billet Diameter:  4.00 => 4.00 , Alloy: 718=>718, Weight: 29.2=>29.2, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield:  1 = 1 (2)=> 1 = 1 (2), QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CF34=>CF34
Changes detected in row 715. Values changed- Billet Diameter: 12=>12, Alloy: 718R=>718R, Weight: 67.5=>67.5, Weight Type: Yielded=>Yielded, Spec: C50TF37=>C50TF37, Yield: 1=4=>1=4, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: "CF6, LM6000"=>"CF6, LM6000"
Changes detected in row 716. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: GE90=>GE90
Changes detected in row 721. Values changed- Billet Diameter: 4.5=>4.5, Alloy: 718R=>718R, Weight: 9.9=>9.9, Weight Type: Yielded=>Yielded, Spec: C50TF37=>C50TF37, Yield: 1=2=>1=2, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: Genx=>Genx
Changes detected in row 727. Values changed- Billet Diameter:  10.00 => 10.00 , Alloy: 718=>718, Weight: 354.0=>354.0, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CFM56-5B/5C/7=>CFM56-5B/5C/7
Changes detected in row 729. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: 0=>0, Engine Program: CFM56=>CFM56
Changes detected in row 730. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: 0=>0, Engine Program: CFM56=>CFM56
Changes detected in row 731. Values changed- Billet Diameter:  10.00 => 10.00 , Alloy: 718=>718, Weight: 354.0=>354.0, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CFM56-5B/5C/7=>CFM56-5B/5C/7
Changes detected in row 732. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: 0=>0, Engine Program: CFM56=>CFM56
Changes detected in row 737. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: "AMS 5940"=>"AMS 5940", Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: "I783"=>"I783", Engine Program: Leap-1B=>Leap-1B
Changes detected in row 738. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: GE90=>GE90
Changes detected in row 740. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: 0=>0, Engine Program: CFM56=>CFM56
Changes detected in row 741. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: "CASE, COMBUSTION"=>"CASE, COMBUSTION", Alloy Family: 0=>0, Engine Program: CFM56=>CFM56
Changes detected in row 745. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 83.27=>83.27, Weight Type: 0=>0, Spec: B50TF15 CL-D=>B50TF15 CL-D, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CFM56-5/-7=>CFM56-5/-7
Changes detected in row 746. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 83.27=>83.27, Weight Type: 0=>0, Spec: B50TF15 CL-D=>B50TF15 CL-D, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: LM2500=>LM2500
Changes detected in row 747. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 22.51=>22.51, Weight Type: 0=>0, Spec: B50TF317 CL-B=>B50TF317 CL-B, Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 718Plus=>718Plus, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 753. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: #N/A=>#N/A, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: LM2500=>LM2500
Changes detected in row 760. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: #N/A=>#N/A, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: 0=>0
Changes detected in row 761. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: LM2500=>LM2500
Changes detected in row 762. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: GENX=>GENX
Changes detected in row 763. Values changed- Billet Diameter: 8=>8, Alloy: 718+=>718+, Weight: 52.5=>52.5, Weight Type: Yielded=>Yielded, Spec: B50TF317=>B50TF317, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: 0=>0
Changes detected in row 764. Values changed- Billet Diameter: 4=>4, Alloy: Ti 6-4=>Ti 6-4, Weight: 6.2=>6.2, Weight Type: Yielded=>Yielded, Spec: AMS 4928=>AMS 4928, Yield: 1=3=>1=3, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: GE90=>GE90
Changes detected in row 765. Values changed- Billet Diameter: 4=>4, Alloy: Ti 6-4=>Ti 6-4, Weight: 6.2=>6.2, Weight Type: Yielded=>Yielded, Spec: AMS 4928=>AMS 4928, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: GE90=>GE90
Changes detected in row 767. Values changed- Billet Diameter: 7=>7, Alloy: 2219=>2219, Weight: 7.8=>7.8, Weight Type: 0=>0, Spec: AMS 4143=>AMS 4143, Yield: 1=12=>1=12, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: F110/F101/F118=>F110/F101/F118
Changes detected in row 768. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=49=>1=49, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 769. Values changed- Billet Diameter: 3=>3, Alloy: WASP=>WASP, Weight: 0.2=>0.2, Weight Type: 0=>0, Spec: AMS 5707=>AMS 5707, Yield: 1=49=>1=49, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: =>
Changes detected in row 770. Values changed- Billet Diameter: 6=>6, Alloy: 909=>909, Weight: 0.4=>0.4, Weight Type: Yielded=>Yielded, Spec: C50TF95=>C50TF95, Yield: 1=144=>1=144, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: CT7/ T700=>CT7/ T700
Changes detected in row 771. Values changed- Billet Diameter: 6.5=>6.5, Alloy: 2219=>2219, Weight: 0.6=>0.6, Weight Type: 0=>0, Spec: AMS 4143=>AMS 4143, Yield: 1=56=>1=56, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: UNKNOWN=>UNKNOWN
