Buyer,Part Number,Nomenclature ,QPA,GE NEG,Finished Part Supplier ,Engine Program,2015 QTY,Raw Material P/N,RM-Type,R/M Supplier,Plant,Yield , R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta ,2015 Material Deflation,2015 Material Extended Value,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,,,,,
T55-Cece,L50505P01,ST 5 LPT DISK,,Yes,29801-Xian Aero,LM2500+,0,4013382-861P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1," $12,440.00 "," $11,985.00 ",Yes, $(455.00), $(455.00), $-   ,,,Yes,,,,,
T55-Cece,L50506P01,ST 6 LPT DISK,,Yes,29801-Xian Aero,LM2500+,0,4013382-862P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1," $6,756.00 "," $6,496.00 ",Yes, $(260.00), $(260.00), $-   ,,,Yes,,,,,
T59-Murphy,L47519P04,"SPACER, HPT ROTOR",,Yes,58800-Liyang,LM2500,7,4013287-612P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1," $3,225.00 "," $3,090.00 ", Yes , $(135.00), $(135.00), $(708.75),,,,,,,,
T59-Murphy,L47519P05,"SPACER, HPT ROTOR",,Yes,58800-Liyang,LM2500,28,4013287-612P04,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1," $3,225.00 "," $3,090.00 ", Yes , $(135.00), $(135.00)," $(2,835.00)",,,,,,,,
T57-Jeffers,1806M80G01,ENG MNT (BOEING),,Yes,04398-AIDC AEF,CF6,23,1806M80P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1," $2,313.00 "," $2,280.00 ", Yes , $(33.00), $(33.00), $(569.25),,,,,,,,
T57-Jeffers,1806M88G01,ENG MNT (MD 11),,Yes,04398-AIDC AEF,CF6,0,1806M80P01,Forging_Closed_Die_F,PCC,Wyman Gordon Houston,1=1," $2,313.00 "," $2,280.00 ", No , $(33.00), $(33.00), $-   ,,,,,,,,
412-GOLDFARB      ,17A190-313P01,WHEEL TURBINE,1,Yes,31799-DEMUSZ MFG CO                           ,0,3,4011T43P01, Forging_Closed_Die_F ,PCC ,Wyman Gordon Houston,1=1,"$1,854.00 ","$1,825.00 ",Yes, (29.00), (87.00)," 5,475.00 ",,,,,,,,
412-GOLDFARB      ,17A190-340P01,REAR SHAFT,1,Yes,31799-DEMUSZ MFG CO                           ,T64,51,4011T99P01, Forging_Closed_Die_F ,PCC ,Wyman Gordon Houston,1=1,"$2,698.00 ","$2,653.00 ",Yes, (45.00)," (2,295.00)"," 135,303.00 ",,,,,,,,
T58-Oliva,2427M71G01,GENX1B PIP2 AL OGV ASM,,Yes,76962-Samsung,Genx,915,2427M70P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,2427M73G01,GENX1B PIP2 AL OGV ASM,,Yes,76962-Samsung,Genx,363,2427M72P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,2427M75G01,GENX1B PIP2 AL OGV ASM Y,,Yes,76962-Samsung,Genx,842,2427M74P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,2427M77G01,GENX1B PIP2 AL OGV ASM,,Yes,76962-Samsung,Genx,834,2427M76P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,2427M79G01,GENX1B PIP2 AL OGV ASM,,Yes,76962-Samsung,Genx,517,2427M78P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,2427M81G01,GENX1B PIP2 AL OGV ASM,,Yes,76962-Samsung,Genx,526,2427M80P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,2427M83G01,GENX1B PIP2 AL OGV ASM,,Yes,76962-Samsung,Genx,326,2427M82P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,2427M85G01,GENX 1B-PIP2 PYLON ALUMINUM,,Yes,76962-Samsung,Genx,61,2427M84P01,Forging_Closed_Die_F, Wuxi ,,1=1, $460.00 , $460.00 , Yes , $-   , $-   , $-   ,Negotiated changes through 2018 already in piece price.,,,,,,,
T58-Oliva,4005M76G02,GE90-115B OGV KIT,22,Yes,76962-Samsung,GE90,110,9510S2986570,Forging_Closed_Die_F, Wuxi ,,1=1, $422.00 , $422.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4005M76G02,GE90-115B OGV KIT,13,Yes,76962-Samsung,GE90,110,9510S2986571,Forging_Closed_Die_F, Wuxi ,,1=1, $422.00 , $422.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4005M76G02,GE90-115B OGV KIT,13,Yes,76962-Samsung,GE90,110,9510S2986572,Forging_Closed_Die_F, Wuxi ,,1=1, $422.00 , $422.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,7,Yes,76962-Samsung,GEnx,94,9516S2001627,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,4,Yes,76962-Samsung,GEnx,94,9516S2001628,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,6,Yes,76962-Samsung,GEnx,94,9516S2001629,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,7,Yes,76962-Samsung,GEnx,94,9516S2001630,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,6,Yes,76962-Samsung,GEnx,94,9516S2001631,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,5,Yes,76962-Samsung,GEnx,94,9516S2001632,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,5,Yes,76962-Samsung,GEnx,94,9516S2001633,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,4010M61G01,OGV KIT,,Yes,76962-Samsung,GEnx,94,9516S2001634,Forging_Closed_Die_F, Wuxi ,,1=1, $458.00 , $458.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T59-Murphy,2427M71G01,GENX1B PIP2 AL OGV ASM,,Yes,45470-AIDC,Genx,0,2427M70P01,Forging_Closed_Die_F,Wuxi,,1=1, $535.00 , $460.00 , No , $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,,,,,,
T59-Murphy,2427M73G01,GENX1B PIP2 AL OGV ASM,,Yes,45470-AIDC,Genx,0,2427M72P01,Forging_Closed_Die_F,Wuxi,,1=1, $535.00 , $460.00 , No , $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,,,,,,
T59-Murphy,2427M75G01,GENX1B PIP2 AL OGV ASM Y,,Yes,45470-AIDC,Genx,0,2427M74P01,Forging_Closed_Die_F,Wuxi,,1=1, $535.00 , $460.00 , No , $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,,,,,,
T59-Murphy,2427M77G01,GENX1B PIP2 AL OGV ASM,,Yes,45470-AIDC,Genx,0,2427M76P01,Forging_Closed_Die_F,Wuxi,,1=1, $535.00 , $460.00 , No , $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,,,,,,
T59-Murphy,2427M79G01,GENX1B PIP2 AL OGV ASM,,Yes,45470-AIDC,Genx,0,2427M78P01,Forging_Closed_Die_F,Wuxi,,1=1, $535.00 , $460.00 , No , $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,,,,,,
T59-Murphy,2427M81G01,GENX1B PIP2 AL OGV ASM,,Yes,45470-AIDC,Genx,0,2427M80P01,Forging_Closed_Die_F,Wuxi,,1=1, $535.00 , $460.00 , No , $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,,,,,,
T59-Murphy,2427M83G01,GENX1B PIP2 AL OGV ASM,,Yes,45470-AIDC,Genx,0,2427M82P01,Forging_Closed_Die_F,Wuxi,,1=1, $535.00 , $460.00 , No , $(75.00), $(75.00), $-   ,"Correct raw material source is Wuxi, not Forge de Bologne",,,,,,,
T59-Murphy,4005M76G02,GE90-115B OGV KIT,22,Yes,45470-AIDC,GE90,110,9510S2986570,Forging_Closed_Die_F,Wuxi,,1=1, $422.00 , $422.00 , Yes , $-   , $-   , $-   ,"No amendments have been made since 2012 - 14 to 15 pricing is flat, but make sure pricing is flat since 2012. Pricing has not changed since 2012.  No F59 On PO",,,,,,,
T59-Murphy,4005M76G02,GE90-115B OGV KIT,13,Yes,45470-AIDC,GE90,110,9510S2986571,Forging_Closed_Die_F,Wuxi,,1=1, $422.00 , $422.00 , Yes , $-   , $-   , $-   ,"No amendments have been made since 2012 - 14 to 15 pricing is flat, but make sure pricing is flat since 2012. Pricing has not changed since 2012.  No F59 On PO",,,,,,,
T59-Murphy,4005M76G02,GE90-115B OGV KIT,13,Yes,45470-AIDC,GE90,110,9510S2986572,Forging_Closed_Die_F,Wuxi,,1=1, $422.00 , $422.00 , Yes , $-   , $-   , $-   ,"No amendments have been made since 2012 - 14 to 15 pricing is flat, but make sure pricing is flat since 2012. Pricing has not changed since 2012.  No F59 On PO",,,,,,,
T57-Jeffers,4126T12G04,"CLEVIS,FWD MT",,Yes,44553-SAM,CF34,634,4126T11P01,Forging_Closed_Die_F,Wuxi,,1=1, $544.00 , $451.00 , Yes , $(93.00), $(93.00)," $(23,584.80)",Wuxi is the new source as of April 2014.  Took savings and amendment effective 8/1/2015 for raw material WIP for old supplier.,,,,,,,
T55-Cece,1808M15G16,"SUPPORT, NOZZLE-HPT",,Yes,29801-Xian Aero,CFM56-5/-7,1242,4013522-587P01,Flash Welded,PCC,MTTP (TruForm),1=1," $5,133.00 "," $5,028.00 ",Yes, $(105.00), $(105.00)," $(97,807.50)",,,No,,,,,
T55-Cece,2116M69P01,"RING, DAMPER",,Yes,29801-Xian Aero,Genx,0,2047M20P01,Flash Welded,PCC,MTTP (TruForm),1=5, $117.00 , $112.80 ,Yes, $(4.20), $(4.20), $-   ,,,No,,,,,
T55-Cece,4015M12G01,VENT SEAL,,Yes,29801-Xian Aero,CF6,37,T020169-01,Flash Welded,PCC,MTTP (TruForm),1=1, $652.48 , $639.43 ,Yes, $(13.05), $(13.05), $(362.14),,,No,,,,,
T55-Cece,9374M37G05,VENT SEAL,,Yes,29801-Xian Aero,LM6000,0,T020169-01,Flash Welded,PCC,MTTP (TruForm),1=1, $652.48 , $639.43 ,Yes, $(13.05), $(13.05), $-   ,,,No,,,,,
T55-Cece,1962M97G03,SEAL STA OUTER,,Yes,58714-FAST,GE90,250,1962M97P01,Flash Welded,PCC,MTTP (TruForm),1=1, $673.61 , $660.14 ,Yes, $(13.47), $(13.47)," $(2,525.63)",,,N/A,,,,,
T55-Cece,1962M97G03,SEAL STA OUTER,,Yes,58714-FAST,GE90,250,1962M97P02,Flash Welded,PCC,MTTP (TruForm),1=1, $673.61 , $660.14 ,Yes, $(13.47), $(13.47)," $(2,525.63)",,,N/A,,,,,
T55-Cece,1962M97G03,SEAL STA OUTER,,Yes,58714-FAST,GE90,250,1962M97P03,Flash Welded,PCC,MTTP (TruForm),1=1, $673.61 , $660.14 ,Yes, $(13.47), $(13.47)," $(2,525.63)",,,N/A,,,,,
T55-Cece,2090M10G01,SEAL,,Yes,58714-FAST,GE90,232,4013703-323P01,Flash Welded,PCC,MTTP (TruForm),1=1," $2,943.46 "," $2,884.59 ",Yes, $(58.87), $(58.87)," $(10,243.38)",,,N/A,,,,,
T55-Cece,2090M10G01,SEAL,,Yes,58714-FAST,GE90,232,4013703-324P01,Flash Welded,PCC,MTTP (TruForm),1=1," $4,101.96 "," $4,019.92 ",Yes, $(82.04), $(82.04)," $(14,274.96)",,,N/A,,,,,
T55-Cece,2090M10G01,SEAL,,Yes,58714-FAST,GE90,232,4013703-332P01,Flash Welded,PCC,MTTP (TruForm),1=1," $2,219.19 "," $2,166.97 ",Yes, $(52.22), $(52.22)," $(9,086.28)",,,N/A,,,,,
T55-Cece,4013522-333P01,ONE PIECE OUTER,,Yes,58714-FAST,CF6,118,4013522-333P01,Flash Welded,PCC,MTTP (TruForm),1=1," $2,754.92 "," $2,699.82 ",Yes, $(55.10), $(55.10)," $(4,876.35)",,,N/A,,,,,
T55-Cece,4013522-333P02,STG 1 NOZZLE,,Yes,58714-FAST,CF6,39,4013522-333P01,Flash Welded,PCC,MTTP (TruForm),1=1," $2,754.92 "," $2,699.82 ",Yes, $(55.10), $(55.10)," $(1,611.68)",,,N/A,,,,,
T58-Oliva,4145T48G05,CDP SEAL,,Yes,76962-Samsung,CF34,298,TF-4145T48P01,Flash Welded, PCC , MTTP (TruForm) ,1=1, $820.00 , $803.73 , Yes , $(16.27), $(16.27)," $(3,636.35)",Complete: 9SJ04611,,,,,,,
T58-Oliva,4145T48G05,CDP SEAL,,Yes,76962-Samsung,CF34,298,TF-4145T48P02,Flash Welded, PCC , MTTP (TruForm) ,1=1, $522.00 , $511.89 , Yes , $(10.11), $(10.11)," $(2,259.59)",Complete: 9SJ04611,,,,,,,
T58-Oliva,6036T04G06,OUTER CASING,,Yes,76962-Samsung,CF34,57,6036T04P05-R,Flash Welded, PCC , MTTP (TruForm) ,1=1, $345.35 , $345.35 , Yes , $-   , $-   , $-   ,2015 pricing already on PO 9SJ04606,,,,,,,
T58-Oliva,6036T04G06,OUTER CASING,,Yes,76962-Samsung,CF34,57,6036T04P06-R,Flash Welded, PCC , MTTP (TruForm) ,1=1, $350.06 , $350.06 , Yes , $-   , $-   , $-   ,2015 pricing already on PO 9SJ04606,,,,,,,
T58-Oliva,6036T18G01,DUCT/INNER AFT,,Yes,76962-Samsung,CF34,60,6036T18P03,Flash Welded, PCC , MTTP (TruForm) ,1=1, $305.00 ,, No , $-   , $-   , $-   ,Need to work with forging team to figure out pricing ,,,,,,,
T59-Murphy,1708M35P03,"CLIP,RTNG,STG 1",,Yes,24185-Liming,GE90,34000,1708M35P01,Flash Welded,PCC,MTTP (TruForm),1=273, $16.86 , $16.52 , Yes , $(0.34), $(0.34)," $(8,616.76)",90 PO. Needs to creat 9S polder.,,,,,,,
T59-Murphy,1708M35P04,"C-CLIP,S1",,Yes,24185-Liming,GE90,5884,1708M35P01,Flash Welded,PCC,MTTP (TruForm),1=273, $16.86 , $16.52 , Yes , $(0.34), $(0.34)," $(1,500.42)",90 PO. Needs to creat 9S polder.,,,,,,,
T59-Murphy,1708M40P04,"CLIP, RETAINING",,Yes,24185-Liming,GE90,68847,1708M40P01,Flash Welded,PCC,MTTP (TruForm),1=581, $8.03 , $7.87 , Yes , $(0.16), $(0.16)," $(8,261.64)",90 PO. Needs to creat 9S Folder.,,,,,,,
T59-Murphy,1708M40P05,"CLIP, RETAINING",,Yes,24185-Liming,GE90,579,1708M40P01,Flash Welded,PCC,MTTP (TruForm),1=581, $8.03 , $7.87 , Yes , $(0.16), $(0.16), $(69.48),,,,,,,,
T59-Murphy,1778M48P02,SPT SHD HPT-S1,,Yes,24185-Liming,"CF6, LM2500",20505,1778M48P02,Flash Welded,PCC,MTTP (TruForm),1=432, $11.58 , $11.34 , Yes , $(0.24), $(0.24)," $(3,690.90)",Needs PNM 3,,,,,,,
T59-Murphy,17A190-540P01,INNER RING,,Yes,24185-Liming,F110,152,17A166-946P01,Flash Welded,PCC,MTTP (TruForm),1=8, $281.79 , $276.15 , Yes , $(5.64), $(5.64), $(642.96),,,,,,,,
T59-Murphy,2084M10P02,C-CLIP,,Yes,24185-Liming,CF34,6029,2084M10P01,Flash Welded,PCC,MTTP (TruForm),1=295, $10.01 , $9.81 , Yes , $(0.20), $(0.20), $(904.35),,,,,,,,
T59-Murphy,9207M43P01,"RING, SEAL-TURBINE",,Yes,24185-Liming,"CF6, LM2500",78,TF-9207M43P01,Flash Welded,PCC,MTTP (TruForm),1=1, $557.69 , $546.54 , Yes , $(11.15), $(11.15), $(652.28),,,,,,,,
T59-Murphy,9283M70G07,S-2 HP SHD RT,,Yes,24185-Liming,"CF6, LMS100",7375,9283M70P05,Flash Welded,PCC,MTTP (TruForm),1=432, $9.32 , $9.13 , Yes , $(0.19), $(0.19)," $(1,050.94)",,,,,,,,
T59-Murphy,9374M75G04,STG 1 SHD RET,,Yes,24185-Liming,CF6,3541,9374M75G04,Flash Welded,PCC,MTTP (TruForm),1=189, $15.76 , $15.45 , Yes , $(0.31), $(0.31), $(823.28),,,,,,,,
T59-Murphy,9523M21P01,C-CLIP,,Yes,24185-Liming,CFM56-5/-7,3569,9523M21P01,Flash Welded,PCC,MTTP (TruForm),1=221, $17.64 , $17.29 , Yes , $(0.35), $(0.35), $(936.86),,,,,,,,
T59-Murphy,1646M97P02,TOROID-SEAL,,Yes,58800-Liyang,"CF6-6, LM6000",0,1646M97P02,Flash Welded,PCC,MTTP (TruForm),1=1," $2,140.00 "," $2,098.30 ", No , $(41.70), $(41.70), $-   ,,,,,,,,
T59-Murphy,1646M97P03,TOROID-SEAL,,Yes,58800-Liyang,"CF6-6, LM6000",0,1646M97P02,Flash Welded,PCC,MTTP (TruForm),1=1," $2,140.00 "," $2,098.30 ", No , $(41.70), $(41.70), $-   ,,,,,,,,
T59-Murphy,17A148-517P01,"FLANGE, OUTER",,Yes,58800-Liyang,,48,17A148-517P01,Flash Welded,PCC,MTTP (TruForm),1=1," $1,183.00 "," $1,136.15 ", Yes , $(46.85), $(46.85)," $(1,686.60)",,,,,,,,
T59-Murphy,3049M88P04,FLANGE,,Yes,58800-Liyang,CF6,0,TF304-M88P04,Flash Welded,PCC,MTTP (TruForm),1=1," $1,705.35 "," $1,671.25 ", No , $(34.10), $(34.10), $-   ,"PA is a 90, not 9S",,,,,,,
T59-Murphy,5099T20G01,"SUPPORT, SHROUD STG 2",,Yes,58800-Liyang,"CF34, TF34",0,5099T20G01,Flash Welded,PCC,MTTP (TruForm),1=1, $761.48 , $746.25 , Yes , $(15.23), $(15.23), $-   ,PO CLOSED OUT.  Liyang can not make the part.,,,,,,,
T59-Murphy,5099T20G03,STG 2 SHROUD SUPPORT,,Yes,58800-Liyang,"CF34, TF34",0,5099T20G01,Flash Welded,PCC,MTTP (TruForm),1=1, $761.48 , $746.25 , Yes , $(15.23), $(15.23), $-   ,PO CLOSED OUT.  Liyang can not make the part.,,,,,,,
T59-Murphy,1703M32G03,LINER,,Yes,62094-Chaheng,CF6,0,9299M60P01SC,Flash Welded,PCC,MTTP (TruForm),1=4, $285.44 , $279.73 , Yes , $(5.71), $(5.71), $-   ,,,,,,,,
T59-Murphy,4096706-380P02,DSWLR OUTER BD,,Yes,62094-Chaheng,T700,854,4096706-380P02,Flash Welded,PCC,MTTP (TruForm),1=1, $450.59 , $441.58 , Yes , $(9.01), $(9.01)," $(5,770.90)",Nees PNM 3,,,,,,,
T59-Murphy,5060T94P01,"RING,TURBINE STATOR",,Yes,62094-Chaheng,CF34,0,5060T94P01,Flash Welded,PCC,MTTP (TruForm),1=3, $148.23 , $145.27 , No , $(2.96), $(2.96), $-   ,,,,,,,,
T59-Murphy,5099T14P01,"RETAINER, SHROUD STG 2",,Yes,62094-Chaheng,"CF34, LM500, TF34",6626,5099T14P01,Flash Welded,PCC,MTTP (TruForm),1=144, $8.56 , $8.39 , Yes , $(0.17), $(0.17), $(844.82),,,,,,,,
T59-Murphy,5121T24P01,"RETAINER, SHROUD STAGE 1",,Yes,62094-Chaheng,"CF34, LM500, TF34",20952,5121T24P01,Flash Welded,PCC,MTTP (TruForm),1=168, $7.20 , $7.05 , Yes , $(0.15), $(0.15)," $(2,357.10)",,,,,,,,
T59-Murphy,9977013-730P01,SUPPORT RING,,Yes,62094-Chaheng,CF6,41,TF-9977008-352,Flash Welded,PCC,MTTP (TruForm),1=1, $941.85 , $923.02 , Yes , $(18.83), $(18.83), $(579.02),,,,,,,,
T57-Jeffers,1584M34G02,SEAL STA VENT,,Yes,04398-AIDC AEF,CF6,36,C08835,Flash Welded,PCC,MTTP (TruForm),1=1," $2,246.11 "," $2,201.19 ", Yes , $(44.92), $(44.92)," $(1,212.84)",,,,,,,,
T57-Jeffers,L56715G01,"SUPPORT,NOZZLE",,Yes,04398-AIDC AEF,CF6,8,4013287-504P06,Flash Welded,PCC,MTTP (TruForm),1=1," $3,639.78 "," $3,566.98 ", Yes , $(72.80), $(72.80), $(436.80),,,,,,,,
T58-Oliva,17A190-046G01,SUPPORT SUMP AIR SEAL,,Yes,76962-Samsung,CF34,55,9511S2001492,Flash Welded, Welded_Ring ,,1=1, $160.00 , $160.00 , Yes , $-   , $-   , $-   ,Complete 9SJ04600,,,,,,,
T58-Oliva,17A190-047G01,STATIONARY AIR SEAL,,Yes,76962-Samsung,CF34,62,9511S2001494,Flash Welded, Welded_Ring ,,1=1, $265.00 , $265.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,17A190-047G01,STATIONARY AIR SEAL,,Yes,76962-Samsung,CF34,62,9511S2001495,Flash Welded, Welded_Ring ,,1=1, $139.00 , $139.00 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T58-Oliva,6036T18G01,DUCT/INNER AFT,,Yes,76962-Samsung,CF34,60,9511S2001624,Flash Welded, Welded_Ring ,,1=4, $349.25 , $349.25 , Yes , $-   , $-   , $-   ,Raw material remained flat from 2014 to 2015,,,,,,,
T59-Murphy,2070M48P03,SHIELD BOLT-HP,,Yes,24185-Liming,,85,2070M48P01,Flash Welded,Welded_Ring,,1=1, $382.00 , $382.00 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,1935T51G01,"SET, SHROUD, F404",24,Yes,57635-EGAT,,7,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,L24573G06,BLADE RETAINER,,Yes,57635-EGAT,CFM56-5/-7,1265,F1432-1,Flash Welded,Welded_Ring,,1=9, $97.78 , $97.78 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T02P03,SHROUD SUPPORT,,Yes,57635-EGAT,"F404, F414",0,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T02P04,SHROUD SUPPORT,,Yes,57635-EGAT,"F404, F414",671,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T02P09,"SUPPORT, SHROUD",,Yes,57635-EGAT,"F404, F414",73,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T02P10,"SUPPORT,SHROUD",,Yes,57635-EGAT,"F404, F414",63,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T03P01,SHROUD SUPPORT,,Yes,57635-EGAT,"F404, F414",1274,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T03P02,SHROUD SUPPORT,,Yes,57635-EGAT,"F404, F414",1170,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T03P09,"SUPPORT,SHROUD",,Yes,57635-EGAT,"F404, F414",0,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T59-Murphy,5033T03P10,"SUPPORT,SHROUD",,Yes,57635-EGAT,"F404, F414",21,10042313P01,Flash Welded,Welded_Ring,,1=12, $14.17 , $14.17 , Yes , $-   , $-   , $-   ,,,,,,,,
T57-Jeffers,5099T00G05,INNER CASING,,Yes,04398-AIDC AEF,,67,RM5099T00,Flash Welded,Welded_Ring,,1=1," $1,460.00 "," $1,460.00 ", Yes , $-   , $-   , $-   ,,,,,,,,
T57-Jeffers,L56715G01,"SUPPORT,NOZZLE",,Yes,04398-AIDC AEF,,8,4013382-700P01,Flash Welded,Welded_Ring,,1=1," $1,525.00 "," $1,525.00 ", Yes , $-   , $-   , $-   ,,,,,,,,
T55-Cece,1319M17P02,"SEAL, AFT",,Yes,29801-Xian Aero,CFM56-5/-7,1108,4013522-267P02,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Suzhou,1=1, $817.00 , $800.00 ,Yes, $(17.00), $(17.00)," $(14,127.00)",,,No,,,,,
T55-Cece,1686M24P01,"SCOOP, RADIAL, GE90",,Yes,29801-Xian Aero,GE90,226,1686M24P04,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Suzhou,1=7, $255.71 , $250.65 ,Yes, $(5.06), $(5.06), $(857.67),,,No,,,,,
T55-Cece,1686M24P02,"SCOOP,RADIAL",,Yes,29801-Xian Aero,GE90,0,1686M24P04,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Suzhou,1=7, $255.71 , $250.65 ,Yes, $(5.06), $(5.06), $-   ,,,No,,,,,
T55-Cece,17A190-278P02,STG.5 DISK,,Yes,29801-Xian Aero,CF34-3,57,5071T65P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Savannah,1=1," $3,501.00 "," $3,272.00 ",Yes, $(229.00), $(229.00)," $(9,789.75)",,,Yes,,,,,
T55-Cece,1865M55P02,REAR SHAFT,,Yes,29801-Xian Aero,CF34-10E,85,1865M54P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Savannah,1=1," $2,070.00 "," $1,927.00 ",Yes, $(143.00), $(143.00)," $(9,116.25)",,,Yes,,,,,
T55-Cece,1865M59P01,"SEAL, AFT",,Yes,29801-Xian Aero,CF34-10E,88,1865M58P01,Forging_Ring_Seamless_or_Welded_W,Firth_Rixson,Suzhou,1=1," $1,257.00 "," $1,232.00 ",Yes, $(25.00), $(25.00)," $(1,650.00)",,,No,,,,,
